GID,GO,EVIDENCE
SEN_RS16075,GO:0019402,IEA
SEN_RS16075,GO:0019404,IEA
SEN_RS16075,GO:2001059,IEA
SEN_RS16075,GO:0005829,IEA
SEN_RS16075,GO:0016832,IEA
SEN_RS16075,GO:0003824,IEA
SEN_RS16075,GO:0046872,IEA
SEN_RS16075,GO:0016829,IEA
SEN_RS16075,GO:0008270,IEA
SEN_RS16075,GO:0009025,IEA
SEN_RS02520,GO:0055085,IEA
SEN_RS02520,GO:0016020,IEA
SEN_RS02520,GO:0005886,IEA
SEN_RS02520,GO:0005215,IEA
SEN_RS03865,GO:0008360,IEA
SEN_RS03865,GO:0005829,IEA
SEN_RS03865,GO:0005737,IEA
SEN_RS19755,GO:0006779,IEA
SEN_RS19755,GO:0006782,IEA
SEN_RS19755,GO:0005829,IEA
SEN_RS19755,GO:0005737,IEA
SEN_RS19755,GO:0004109,IEA
SEN_RS19755,GO:0003824,IEA
SEN_RS19755,GO:0046872,IEA
SEN_RS19755,GO:0051539,IEA
SEN_RS19755,GO:0016491,IEA
SEN_RS19755,GO:0051536,IEA
SEN_RS19755,GO:0051989,IEA
SEN_RS18815,GO:0006813,IEA
SEN_RS18815,GO:0055085,IEA
SEN_RS18815,GO:0098655,IEA
SEN_RS18815,GO:0016020,IEA
SEN_RS18815,GO:0005886,IEA
SEN_RS18815,GO:0008324,IEA
SEN_RS18815,GO:0022857,IEA
SEN_RS18815,GO:0005215,IEA
SEN_RS02020,GO:0090305,IEA
SEN_RS02020,GO:0004519,IEA
SEN_RS02020,GO:0003676,IEA
SEN_RS09535,GO:0009252,IEA
SEN_RS09535,GO:0042597,IEA
SEN_RS09535,GO:0016740,IEA
SEN_RS12280,GO:0005829,IEA
SEN_RS20305,GO:0006979,IEA
SEN_RS20305,GO:0042744,IEA
SEN_RS20305,GO:0098869,IEA
SEN_RS20305,GO:0005829,IEA
SEN_RS20305,GO:0020037,IEA
SEN_RS20305,GO:0046872,IEA
SEN_RS20305,GO:0016491,IEA
SEN_RS20305,GO:0004601,IEA
SEN_RS20305,GO:0004096,IEA
SEN_RS08530,GO:0005886,IEA
SEN_RS11390,GO:0003677,IEA
SEN_RS07850,GO:0016020,IEA
SEN_RS07850,GO:0005886,IEA
SEN_RS07850,GO:0016151,IEA
SEN_RS07850,GO:0046872,IEA
SEN_RS07850,GO:0016491,IEA
SEN_RS07850,GO:0008901,IEA
SEN_RS01030,GO:0007155,IEA
SEN_RS01030,GO:0030288,IEA
SEN_RS01030,GO:0009289,IEA
SEN_RS20830,GO:0034219,IEA
SEN_RS20830,GO:0042956,IEA
SEN_RS20830,GO:0008643,IEA
SEN_RS20830,GO:0006811,IEA
SEN_RS20830,GO:0015768,IEA
SEN_RS20830,GO:0046930,IEA
SEN_RS20830,GO:0016020,IEA
SEN_RS20830,GO:0009279,IEA
SEN_RS20830,GO:0015481,IEA
SEN_RS20830,GO:0042958,IEA
SEN_RS20830,GO:0015288,IEA
SEN_RS17835,GO:0005886,IEA
SEN_RS17835,GO:0016020,IEA
SEN_RS02825,GO:0042398,IEA
SEN_RS02825,GO:0005829,IEA
SEN_RS02825,GO:0003824,IEA
SEN_RS02825,GO:0005524,IEA
SEN_RS02825,GO:0000166,IEA
SEN_RS02825,GO:0016874,IEA
SEN_RS02825,GO:0004357,IEA
SEN_RS02825,GO:0016879,IEA
SEN_RS04980,GO:0010124,IEA
SEN_RS04980,GO:0005829,IEA
SEN_RS04980,GO:0016712,IEA
SEN_RS04980,GO:0050660,IEA
SEN_RS04980,GO:0016627,IEA
SEN_RS04980,GO:0004497,IEA
SEN_RS04980,GO:0016829,IEA
SEN_RS04980,GO:0016491,IEA
SEN_RS04980,GO:0043721,IEA
SEN_RS01550,GO:0045893,IEA
SEN_RS01550,GO:0005829,IEA
SEN_RS01550,GO:0005737,IEA
SEN_RS16970,GO:0006412,IEA
SEN_RS16970,GO:0005829,IEA
SEN_RS16970,GO:0005840,IEA
SEN_RS16970,GO:0003735,IEA
SEN_RS19000,GO:0008033,IEA
SEN_RS19000,GO:0006400,IEA
SEN_RS19000,GO:0005829,IEA
SEN_RS19000,GO:0005737,IEA
SEN_RS19000,GO:0046872,IEA
SEN_RS19000,GO:0016787,IEA
SEN_RS19000,GO:0000166,IEA
SEN_RS19000,GO:0003924,IEA
SEN_RS19000,GO:0005525,IEA
SEN_RS06595,GO:0042126,IEA
SEN_RS06595,GO:0005886,IEA
SEN_RS06595,GO:0009325,IEA
SEN_RS06595,GO:0008940,IEA
SEN_RS04470,GO:0019430,IEA
SEN_RS04470,GO:0005737,IEA
SEN_RS04470,GO:0016491,IEA
SEN_RS04470,GO:0004791,IEA
SEN_RS08535,GO:0005886,IEA
SEN_RS22355,GO:0009401,IEA
SEN_RS22355,GO:0016310,IEA
SEN_RS22355,GO:0008643,IEA
SEN_RS22355,GO:0034219,IEA
SEN_RS22355,GO:0005829,IEA
SEN_RS22355,GO:0005737,IEA
SEN_RS22355,GO:0016740,IEA
SEN_RS22355,GO:0016301,IEA
SEN_RS22355,GO:0103111,IEA
SEN_RS22355,GO:0008982,IEA
SEN_RS22355,GO:0005215,IEA
SEN_RS22575,GO:0009117,IEA
SEN_RS22575,GO:0016787,IEA
SEN_RS22575,GO:0046872,IEA
SEN_RS22575,GO:0000166,IEA
SEN_RS22575,GO:0017111,IEA
SEN_RS11395,GO:0006094,IEA
SEN_RS11395,GO:0005829,IEA
SEN_RS11395,GO:0046872,IEA
SEN_RS11395,GO:0016829,IEA
SEN_RS11395,GO:0051536,IEA
SEN_RS11395,GO:0051539,IEA
SEN_RS11395,GO:0003941,IEA
SEN_RS05765,GO:0055085,IEA
SEN_RS05765,GO:0043190,IEA
SEN_RS05765,GO:0005886,IEA
SEN_RS05765,GO:0016020,IEA
SEN_RS05765,GO:0042626,IEA
SEN_RS05455,GO:0015074,IEA
SEN_RS05455,GO:0003677,IEA
SEN_RS02525,GO:0002098,IEA
SEN_RS02525,GO:0005829,IEA
SEN_RS02525,GO:0043828,IEA
SEN_RS02525,GO:0016740,IEA
SEN_RS02525,GO:0016765,IEA
SEN_RS03870,GO:0006777,IEA
SEN_RS03870,GO:0005829,IEA
SEN_RS03870,GO:0019008,IEA
SEN_RS03870,GO:0003824,IEA
SEN_RS03870,GO:0000166,IEA
SEN_RS03870,GO:0016829,IEA
SEN_RS03870,GO:0046872,IEA
SEN_RS03870,GO:0051536,IEA
SEN_RS03870,GO:0061798,IEA
SEN_RS03870,GO:0051539,IEA
SEN_RS03870,GO:0005525,IEA
SEN_RS03870,GO:1904047,IEA
SEN_RS21945,GO:0006520,IEA
SEN_RS21945,GO:0006591,IEA
SEN_RS21945,GO:0005829,IEA
SEN_RS21945,GO:0005737,IEA
SEN_RS21945,GO:0016597,IEA
SEN_RS21945,GO:0016743,IEA
SEN_RS21945,GO:0016740,IEA
SEN_RS21945,GO:0004585,IEA
SEN_RS00520,GO:0005996,IEA
SEN_RS00520,GO:0005975,IEA
SEN_RS00520,GO:0019568,IEA
SEN_RS00520,GO:0019569,IEA
SEN_RS00520,GO:0005829,IEA
SEN_RS00520,GO:0005737,IEA
SEN_RS00520,GO:0016861,IEA
SEN_RS00520,GO:0046872,IEA
SEN_RS00520,GO:0016853,IEA
SEN_RS00520,GO:0030145,IEA
SEN_RS00520,GO:0008733,IEA
SEN_RS09545,GO:0005829,IEA
SEN_RS09545,GO:0003677,IEA
SEN_RS21525,GO:0045892,IEA
SEN_RS21525,GO:0006355,IEA
SEN_RS21525,GO:0005829,IEA
SEN_RS21525,GO:0046872,IEA
SEN_RS21525,GO:0051536,IEA
SEN_RS21525,GO:0003677,IEA
SEN_RS21525,GO:0051537,IEA
SEN_RS21525,GO:0003690,IEA
SEN_RS21525,GO:0003700,IEA
SEN_RS21525,GO:0005506,IEA
SEN_RS17195,GO:0032259,IEA
SEN_RS17195,GO:0008152,IEA
SEN_RS17195,GO:0006779,IEA
SEN_RS17195,GO:0019354,IEA
SEN_RS17195,GO:0009236,IEA
SEN_RS17195,GO:0005829,IEA
SEN_RS17195,GO:0051287,IEA
SEN_RS17195,GO:0016740,IEA
SEN_RS17195,GO:0016829,IEA
SEN_RS17195,GO:0003824,IEA
SEN_RS17195,GO:0016491,IEA
SEN_RS17195,GO:0008168,IEA
SEN_RS17195,GO:0051266,IEA
SEN_RS17195,GO:0043115,IEA
SEN_RS17195,GO:0004325,IEA
SEN_RS17195,GO:0004851,IEA
SEN_RS12285,GO:0016020,IEA
SEN_RS12285,GO:0005886,IEA
SEN_RS12285,GO:0005215,IEA
SEN_RS20135,GO:0030288,IEA
SEN_RS20135,GO:0043190,IEA
SEN_RS20135,GO:0042597,IEA
SEN_RS08540,GO:0005829,IEA
SEN_RS07005,GO:0098869,IEA
SEN_RS07005,GO:0030288,IEA
SEN_RS07005,GO:0016684,IEA
SEN_RS07005,GO:0004601,IEA
SEN_RS07005,GO:0016491,IEA
SEN_RS07005,GO:0008379,IEA
SEN_RS07005,GO:0016209,IEA
SEN_RS01035,GO:0007155,IEA
SEN_RS01035,GO:0009289,IEA
SEN_RS13110,GO:0051259,IEA
SEN_RS13110,GO:0097428,IEA
SEN_RS13110,GO:0006457,IEA
SEN_RS13110,GO:0032781,IEA
SEN_RS13110,GO:0005829,IEA
SEN_RS13110,GO:0001671,IEA
SEN_RS13110,GO:0051087,IEA
SEN_RS11400,GO:0005829,IEA
SEN_RS11400,GO:0046872,IEA
SEN_RS11400,GO:0016787,IEA
SEN_RS01555,GO:0034220,IEA
SEN_RS01555,GO:0006811,IEA
SEN_RS01555,GO:0046930,IEA
SEN_RS01555,GO:0009279,IEA
SEN_RS01555,GO:0016020,IEA
SEN_RS01555,GO:0015288,IEA
SEN_RS06140,GO:0006470,IEA
SEN_RS06140,GO:0005829,IEA
SEN_RS06140,GO:0016787,IEA
SEN_RS06140,GO:0004722,IEA
SEN_RS07725,GO:0006412,IEA
SEN_RS07725,GO:0005829,IEA
SEN_RS07725,GO:0005840,IEA
SEN_RS07725,GO:0003735,IEA
SEN_RS20555,GO:0009228,IEA
SEN_RS20555,GO:0005829,IEA
SEN_RS20555,GO:0005506,IEA
SEN_RS20555,GO:0051539,IEA
SEN_RS20555,GO:0003824,IEA
SEN_RS20555,GO:0046872,IEA
SEN_RS20555,GO:0051536,IEA
SEN_RS09550,GO:0019867,IEA
SEN_RS15005,GO:0006418,IEA
SEN_RS15005,GO:0006412,IEA
SEN_RS15005,GO:0006430,IEA
SEN_RS15005,GO:0005829,IEA
SEN_RS15005,GO:0005737,IEA
SEN_RS15005,GO:0003676,IEA
SEN_RS15005,GO:0004812,IEA
SEN_RS15005,GO:0046872,IEA
SEN_RS15005,GO:0000166,IEA
SEN_RS15005,GO:0016874,IEA
SEN_RS15005,GO:0000287,IEA
SEN_RS15005,GO:0004824,IEA
SEN_RS15005,GO:0005524,IEA
SEN_RS14580,GO:0015969,IEA
SEN_RS14580,GO:0016310,IEA
SEN_RS14580,GO:0005829,IEA
SEN_RS14580,GO:0016301,IEA
SEN_RS08545,GO:0005829,IEA
SEN_RS13625,GO:0017000,IEA
SEN_RS13625,GO:0016740,IEA
SEN_RS11405,GO:0055085,IEA
SEN_RS11405,GO:0005886,IEA
SEN_RS11405,GO:0016020,IEA
SEN_RS11405,GO:0022857,IEA
SEN_RS11405,GO:0005215,IEA
SEN_RS16080,GO:0005975,IEA
SEN_RS16080,GO:0019402,IEA
SEN_RS16080,GO:0019404,IEA
SEN_RS16080,GO:2001059,IEA
SEN_RS16080,GO:0005829,IEA
SEN_RS16080,GO:0003824,IEA
SEN_RS02530,GO:0006355,IEA
SEN_RS02530,GO:0005829,IEA
SEN_RS02530,GO:0003700,IEA
SEN_RS03875,GO:0006777,IEA
SEN_RS03875,GO:0005829,IEA
SEN_RS18170,GO:0005829,IEA
SEN_RS00525,GO:0005975,IEA
SEN_RS00525,GO:0019568,IEA
SEN_RS00525,GO:0016310,IEA
SEN_RS00525,GO:0046835,IEA
SEN_RS00525,GO:0019569,IEA
SEN_RS00525,GO:0005829,IEA
SEN_RS00525,GO:0016773,IEA
SEN_RS00525,GO:0016301,IEA
SEN_RS00525,GO:0016740,IEA
SEN_RS00525,GO:0005524,IEA
SEN_RS00525,GO:0000166,IEA
SEN_RS00525,GO:0008741,IEA
SEN_RS21070,GO:0046872,IEA
SEN_RS21070,GO:0051536,IEA
SEN_RS12290,GO:0006508,IEA
SEN_RS12290,GO:0000270,IEA
SEN_RS12290,GO:0030288,IEA
SEN_RS12290,GO:0042597,IEA
SEN_RS12290,GO:0004252,IEA
SEN_RS12290,GO:0046872,IEA
SEN_RS12290,GO:0008233,IEA
SEN_RS12290,GO:0016787,IEA
SEN_RS12290,GO:0008237,IEA
SEN_RS12290,GO:0004222,IEA
SEN_RS14585,GO:0006396,IEA
SEN_RS14585,GO:0032259,IEA
SEN_RS14585,GO:0006364,IEA
SEN_RS14585,GO:0031167,IEA
SEN_RS14585,GO:0005829,IEA
SEN_RS14585,GO:0003723,IEA
SEN_RS14585,GO:0008173,IEA
SEN_RS14585,GO:0046872,IEA
SEN_RS14585,GO:0016740,IEA
SEN_RS14585,GO:0051539,IEA
SEN_RS14585,GO:0051536,IEA
SEN_RS14585,GO:0008168,IEA
SEN_RS14585,GO:0005506,IEA
SEN_RS14585,GO:0070041,IEA
SEN_RS17605,GO:0055085,IEA
SEN_RS17605,GO:0015803,IEA
SEN_RS17605,GO:0005886,IEA
SEN_RS17605,GO:0016020,IEA
SEN_RS17605,GO:0022857,IEA
SEN_RS17605,GO:0015658,IEA
SEN_RS13630,GO:0055085,IEA
SEN_RS13630,GO:0005886,IEA
SEN_RS13630,GO:0016020,IEA
SEN_RS13630,GO:0042626,IEA
SEN_RS13630,GO:0016887,IEA
SEN_RS13630,GO:0000166,IEA
SEN_RS13630,GO:0005524,IEA
SEN_RS13630,GO:0005215,IEA
SEN_RS18395,GO:0005829,IEA
SEN_RS20835,GO:0008643,IEA
SEN_RS20835,GO:0030288,IEA
SEN_RS20835,GO:0042597,IEA
SEN_RS11410,GO:0006811,IEA
SEN_RS11410,GO:0016020,IEA
SEN_RS11410,GO:0009279,IEA
SEN_RS22405,GO:0005886,IEA
SEN_RS22405,GO:0005215,IEA
SEN_RS21615,GO:0034219,IEA
SEN_RS21615,GO:0005886,IEA
SEN_RS21615,GO:0016740,IEA
SEN_RS21615,GO:0008982,IEA
SEN_RS21615,GO:0103111,IEA
SEN_RS17095,GO:0006812,IEA
SEN_RS17095,GO:0055085,IEA
SEN_RS17095,GO:0006811,IEA
SEN_RS17095,GO:0006813,IEA
SEN_RS17095,GO:0071805,IEA
SEN_RS17095,GO:1902600,IEA
SEN_RS17095,GO:0098655,IEA
SEN_RS17095,GO:0016020,IEA
SEN_RS17095,GO:0005886,IEA
SEN_RS17095,GO:0015299,IEA
SEN_RS17095,GO:0008324,IEA
SEN_RS17095,GO:0015079,IEA
SEN_RS17095,GO:0015297,IEA
SEN_RS17095,GO:0015503,IEA
SEN_RS17095,GO:0005215,IEA
SEN_RS00125,GO:0005576,IEA
SEN_RS19005,GO:0055085,IEA
SEN_RS19005,GO:0016020,IEA
SEN_RS19005,GO:0005886,IEA
SEN_RS19005,GO:0022857,IEA
SEN_RS19005,GO:0005215,IEA
SEN_RS16975,GO:0006412,IEA
SEN_RS16975,GO:0005829,IEA
SEN_RS16975,GO:0005840,IEA
SEN_RS16975,GO:0003735,IEA
SEN_RS16975,GO:0000049,IEA
SEN_RS16975,GO:0003723,IEA
SEN_RS16975,GO:0019843,IEA
SEN_RS04985,GO:0045892,IEA
SEN_RS04985,GO:0006355,IEA
SEN_RS04985,GO:0005829,IEA
SEN_RS04985,GO:0003700,IEA
SEN_RS04985,GO:0003677,IEA
SEN_RS03385,GO:0022900,IEA
SEN_RS03385,GO:0005829,IEA
SEN_RS03385,GO:0009055,IEA
SEN_RS03385,GO:0010181,IEA
SEN_RS19275,GO:0009081,IEA
SEN_RS19275,GO:0008652,IEA
SEN_RS19275,GO:0009082,IEA
SEN_RS19275,GO:0009098,IEA
SEN_RS19275,GO:0009097,IEA
SEN_RS19275,GO:0009099,IEA
SEN_RS19275,GO:0005829,IEA
SEN_RS19275,GO:0003824,IEA
SEN_RS19275,GO:0016740,IEA
SEN_RS19275,GO:0008483,IEA
SEN_RS19275,GO:0004084,IEA
SEN_RS19275,GO:0052656,IEA
SEN_RS19275,GO:0052655,IEA
SEN_RS19275,GO:0052654,IEA
SEN_RS09555,GO:0005886,IEA
SEN_RS09555,GO:0016491,IEA
SEN_RS08015,GO:0009063,IEA
SEN_RS08015,GO:0005829,IEA
SEN_RS04255,GO:0015846,IEA
SEN_RS04255,GO:0030288,IEA
SEN_RS04255,GO:0042597,IEA
SEN_RS04255,GO:0019808,IEA
SEN_RS04255,GO:0005215,IEA
SEN_RS10445,GO:0009116,IEA
SEN_RS10445,GO:0044209,IEA
SEN_RS10445,GO:0008152,IEA
SEN_RS10445,GO:0046033,IEA
SEN_RS10445,GO:0005829,IEA
SEN_RS10445,GO:0003824,IEA
SEN_RS10445,GO:0016787,IEA
SEN_RS10445,GO:0016798,IEA
SEN_RS10445,GO:0008714,IEA
SEN_RS21355,GO:0005829,IEA
SEN_RS21355,GO:0003824,IEA
SEN_RS21355,GO:0046872,IEA
SEN_RS21355,GO:0051539,IEA
SEN_RS21355,GO:0051536,IEA
SEN_RS13635,GO:0006826,IEA
SEN_RS13635,GO:0005829,IEA
SEN_RS13635,GO:0005737,IEA
SEN_RS13635,GO:0005506,IEA
SEN_RS13635,GO:0008849,IEA
SEN_RS16495,GO:0055085,IEA
SEN_RS16495,GO:0008643,IEA
SEN_RS16495,GO:0015739,IEA
SEN_RS16495,GO:0016020,IEA
SEN_RS16495,GO:0005886,IEA
SEN_RS16495,GO:0015136,IEA
SEN_RS16495,GO:0022857,IEA
SEN_RS16495,GO:0015538,IEA
SEN_RS16495,GO:0005215,IEA
SEN_RS19875,GO:0005829,IEA
SEN_RS11415,GO:0006865,IEA
SEN_RS11415,GO:0055085,IEA
SEN_RS11415,GO:0016020,IEA
SEN_RS11415,GO:0005886,IEA
SEN_RS11415,GO:0005215,IEA
SEN_RS02970,GO:0005886,IEA
SEN_RS02970,GO:0046872,IEA
SEN_RS02970,GO:0051536,IEA
SEN_RS21840,GO:0009401,IEA
SEN_RS21840,GO:0006355,IEA
SEN_RS21840,GO:0034219,IEA
SEN_RS21840,GO:0005829,IEA
SEN_RS21840,GO:0003700,IEA
SEN_RS21840,GO:0008982,IEA
SEN_RS21840,GO:0016740,IEA
SEN_RS21840,GO:0003677,IEA
SEN_RS05460,GO:0006865,IEA
SEN_RS05460,GO:0034220,IEA
SEN_RS05460,GO:0030288,IEA
SEN_RS05460,GO:0016020,IEA
SEN_RS05460,GO:0015276,IEA
SEN_RS02535,GO:0006144,IEA
SEN_RS02535,GO:0006145,IEA
SEN_RS02535,GO:0000256,IEA
SEN_RS02535,GO:0004848,IEA
SEN_RS02535,GO:0016829,IEA
SEN_RS02535,GO:0050385,IEA
SEN_RS03880,GO:0006777,IEA
SEN_RS03880,GO:0005829,IEA
SEN_RS03880,GO:0016829,IEA
SEN_RS03880,GO:0061799,IEA
SEN_RS07480,GO:0009401,IEA
SEN_RS07480,GO:0034219,IEA
SEN_RS07480,GO:0005829,IEA
SEN_RS07480,GO:0008982,IEA
SEN_RS07480,GO:0016740,IEA
SEN_RS03145,GO:0006260,IEA
SEN_RS03145,GO:0071897,IEA
SEN_RS03145,GO:0009360,IEA
SEN_RS03145,GO:0003677,IEA
SEN_RS03145,GO:0003887,IEA
SEN_RS00530,GO:0006355,IEA
SEN_RS00530,GO:0005829,IEA
SEN_RS00530,GO:0003700,IEA
SEN_RS00530,GO:0043565,IEA
SEN_RS00530,GO:0003677,IEA
SEN_RS02030,GO:0055085,IEA
SEN_RS02030,GO:1901642,IEA
SEN_RS02030,GO:0046930,IEA
SEN_RS02030,GO:0016020,IEA
SEN_RS02030,GO:0009279,IEA
SEN_RS02030,GO:0005337,IEA
SEN_RS02030,GO:0015288,IEA
SEN_RS02030,GO:0005215,IEA
SEN_RS08260,GO:0055085,IEA
SEN_RS08260,GO:0022900,IEA
SEN_RS08260,GO:0016020,IEA
SEN_RS08260,GO:0005886,IEA
SEN_RS06435,GO:0005886,IEA
SEN_RS12295,GO:0008652,IEA
SEN_RS12295,GO:0009073,IEA
SEN_RS12295,GO:0009423,IEA
SEN_RS12295,GO:0005829,IEA
SEN_RS12295,GO:0016829,IEA
SEN_RS12295,GO:0004107,IEA
SEN_RS14590,GO:0007165,IEA
SEN_RS14590,GO:0000160,IEA
SEN_RS14590,GO:0016310,IEA
SEN_RS14590,GO:0018106,IEA
SEN_RS14590,GO:0016020,IEA
SEN_RS14590,GO:0005886,IEA
SEN_RS14590,GO:0016772,IEA
SEN_RS14590,GO:0000155,IEA
SEN_RS14590,GO:0016740,IEA
SEN_RS14590,GO:0016301,IEA
SEN_RS14590,GO:0004673,IEA
SEN_RS18060,GO:0005829,IEA
SEN_RS18060,GO:0005737,IEA
SEN_RS18060,GO:0003676,IEA
SEN_RS18060,GO:0003677,IEA
SEN_RS07010,GO:0009063,IEA
SEN_RS07010,GO:0005829,IEA
SEN_RS07010,GO:0046872,IEA
SEN_RS07010,GO:0016853,IEA
SEN_RS07010,GO:0016855,IEA
SEN_RS01045,GO:0033014,IEA
SEN_RS01045,GO:0006779,IEA
SEN_RS01045,GO:0006782,IEA
SEN_RS01045,GO:0005829,IEA
SEN_RS01045,GO:0005737,IEA
SEN_RS01045,GO:0030170,IEA
SEN_RS01045,GO:0003824,IEA
SEN_RS01045,GO:0008483,IEA
SEN_RS01045,GO:0016853,IEA
SEN_RS01045,GO:0042286,IEA
SEN_RS07275,GO:0022900,IEA
SEN_RS07275,GO:0005886,IEA
SEN_RS07275,GO:0005506,IEA
SEN_RS07275,GO:0016903,IEA
SEN_RS07275,GO:0030976,IEA
SEN_RS07275,GO:0003824,IEA
SEN_RS07275,GO:0046872,IEA
SEN_RS07275,GO:0051539,IEA
SEN_RS07275,GO:0051536,IEA
SEN_RS07275,GO:0016491,IEA
SEN_RS11420,GO:0006355,IEA
SEN_RS11420,GO:0003700,IEA
SEN_RS06755,GO:0005829,IEA
SEN_RS09560,GO:0005829,IEA
SEN_RS03390,GO:0006355,IEA
SEN_RS03390,GO:0005829,IEA
SEN_RS19010,GO:0006355,IEA
SEN_RS19010,GO:0005829,IEA
SEN_RS19010,GO:0003677,IEA
SEN_RS19010,GO:0003700,IEA
SEN_RS20560,GO:0009228,IEA
SEN_RS20560,GO:0009229,IEA
SEN_RS20560,GO:0005829,IEA
SEN_RS20560,GO:0005737,IEA
SEN_RS20560,GO:0003824,IEA
SEN_RS20560,GO:0016740,IEA
SEN_RS20560,GO:0016783,IEA
SEN_RS15690,GO:0006259,IEA
SEN_RS15690,GO:0007059,IEA
SEN_RS15690,GO:0006265,IEA
SEN_RS15690,GO:0005829,IEA
SEN_RS15690,GO:0005694,IEA
SEN_RS15690,GO:0016020,IEA
SEN_RS15690,GO:0005886,IEA
SEN_RS15690,GO:0019897,IEA
SEN_RS15690,GO:0005524,IEA
SEN_RS15690,GO:0016853,IEA
SEN_RS15690,GO:0003916,IEA
SEN_RS15690,GO:0003918,IEA
SEN_RS15690,GO:0003677,IEA
SEN_RS15220,GO:0005829,IEA
SEN_RS15220,GO:0008270,IEA
SEN_RS15220,GO:0046872,IEA
SEN_RS15220,GO:0016491,IEA
SEN_RS05885,GO:0046983,IEA
SEN_RS05885,GO:0016787,IEA
SEN_RS14595,GO:0016310,IEA
SEN_RS14595,GO:0031388,IEA
SEN_RS14595,GO:0005829,IEA
SEN_RS14595,GO:0016301,IEA
SEN_RS14595,GO:0016740,IEA
SEN_RS14595,GO:0008887,IEA
SEN_RS08565,GO:0005886,IEA
SEN_RS08565,GO:0016020,IEA
SEN_RS13645,GO:0015891,IEA
SEN_RS13645,GO:0055072,IEA
SEN_RS13645,GO:0044718,IEA
SEN_RS13645,GO:0016020,IEA
SEN_RS13645,GO:0009279,IEA
SEN_RS13645,GO:0015344,IEA
SEN_RS13645,GO:0038023,IEA
SEN_RS16085,GO:0005829,IEA
SEN_RS21675,GO:0005829,IEA
SEN_RS11425,GO:0005886,IEA
SEN_RS11425,GO:0016020,IEA
SEN_RS02540,GO:0006355,IEA
SEN_RS02540,GO:0005829,IEA
SEN_RS02540,GO:0003677,IEA
SEN_RS18820,GO:0005829,IEA
SEN_RS00535,GO:0016020,IEA
SEN_RS00535,GO:0005886,IEA
SEN_RS12300,GO:0006479,IEA
SEN_RS12300,GO:0032775,IEA
SEN_RS12300,GO:0032259,IEA
SEN_RS12300,GO:0018364,IEA
SEN_RS12300,GO:0005829,IEA
SEN_RS12300,GO:0008276,IEA
SEN_RS12300,GO:0009007,IEA
SEN_RS12300,GO:0003676,IEA
SEN_RS12300,GO:0016740,IEA
SEN_RS12300,GO:0008168,IEA
SEN_RS12300,GO:0036009,IEA
SEN_RS10455,GO:0005829,IEA
SEN_RS08570,GO:0009306,IEA
SEN_RS08570,GO:0015031,IEA
SEN_RS08570,GO:0030254,IEA
SEN_RS08570,GO:0016020,IEA
SEN_RS08570,GO:0030257,IEA
SEN_RS08570,GO:0009279,IEA
SEN_RS00270,GO:0000160,IEA
SEN_RS00270,GO:0006355,IEA
SEN_RS00270,GO:0005829,IEA
SEN_RS00270,GO:0005737,IEA
SEN_RS00270,GO:0003700,IEA
SEN_RS00270,GO:0003677,IEA
SEN_RS01050,GO:0055085,IEA
SEN_RS01050,GO:0006811,IEA
SEN_RS01050,GO:0006821,IEA
SEN_RS01050,GO:1902476,IEA
SEN_RS01050,GO:0016020,IEA
SEN_RS01050,GO:0005886,IEA
SEN_RS01050,GO:0015108,IEA
SEN_RS01050,GO:0005247,IEA
SEN_RS01050,GO:0015297,IEA
SEN_RS01050,GO:0005215,IEA
SEN_RS20840,GO:0042866,IEA
SEN_RS20840,GO:0006744,IEA
SEN_RS20840,GO:0005829,IEA
SEN_RS20840,GO:0005737,IEA
SEN_RS20840,GO:0016829,IEA
SEN_RS20840,GO:0008813,IEA
SEN_RS17840,GO:0055085,IEA
SEN_RS17840,GO:0016020,IEA
SEN_RS17840,GO:0005886,IEA
SEN_RS17840,GO:0022857,IEA
SEN_RS17840,GO:0005215,IEA
SEN_RS11430,GO:0006974,IEA
SEN_RS11430,GO:0006281,IEA
SEN_RS11430,GO:0090305,IEA
SEN_RS11430,GO:0003677,IEA
SEN_RS11430,GO:0004519,IEA
SEN_RS11430,GO:0016787,IEA
SEN_RS11430,GO:0004518,IEA
SEN_RS11430,GO:0046872,IEA
SEN_RS11430,GO:0008270,IEA
SEN_RS11430,GO:0008833,IEA
SEN_RS16905,GO:0006412,IEA
SEN_RS16905,GO:0005829,IEA
SEN_RS16905,GO:0005840,IEA
SEN_RS16905,GO:0003735,IEA
SEN_RS06295,GO:0005829,IEA
SEN_RS03395,GO:0016787,IEA
SEN_RS04990,GO:1901023,IEA
SEN_RS04990,GO:0005829,IEA
SEN_RS04990,GO:0008704,IEA
SEN_RS04990,GO:0003824,IEA
SEN_RS04990,GO:0018800,IEA
SEN_RS04990,GO:0016853,IEA
SEN_RS18515,GO:0006260,IEA
SEN_RS18515,GO:0006281,IEA
SEN_RS18515,GO:0006974,IEA
SEN_RS18515,GO:0006259,IEA
SEN_RS18515,GO:0006266,IEA
SEN_RS18515,GO:0005829,IEA
SEN_RS18515,GO:0016874,IEA
SEN_RS18515,GO:0003911,IEA
SEN_RS16980,GO:0006412,IEA
SEN_RS16980,GO:0005829,IEA
SEN_RS16980,GO:0005840,IEA
SEN_RS16980,GO:0003676,IEA
SEN_RS16980,GO:0003735,IEA
SEN_RS16980,GO:0003723,IEA
